cc_number|cc_expiry|cc_provider|cc_ccv|cc_card_type|client_id|token
3525812756866834|03/22|Diners Club / Carte Blanche|036|Classic|92489411-883e-42cc-a13b-6be5bc7c7e85|4f272f689d7a3461c95929732bf60f5b8e4a0929212459b77df098a380fc8adc
3519318163513827|05/16|Mastercard|848|Platinum|b8390708-3c92-4afa-ae0c-91f403b5fc8b|8c3dcdc69774aac8bffe0d42d324d5fe59f1faf7ac84052c0654b9330360a14c
6514618356929336|01/16|Maestro|802|Classic|8c4ecc14-c18b-4b62-ad51-90c5954d3e15|12303142ceee90fba21e4c5a05b39e492bd5f3d37dfbf7bb476656e5f6bae81c
213199523648452|03/30|VISA 16 digit|184|Platinum|7953c631-d68c-4f81-a44f-05503ce5fa56|7134ecca918a5a1169cd26ea6f8cdb0a7ccadbd7a986a28c837c6293fbf7c5b8
38455780542827|09/25|VISA 16 digit|199|Platinum|6f778044-0f90-46d8-8755-5a13b8c1be61|f8e610c5d7169284f32b4e1108e8cd575bafca5670381f7c1092715a49fbdf0d
2715271144292579|09/28|Diners Club / Carte Blanche|833|Classic|fb8526bd-1b3e-4e69-9d4c-8a1fcfb55237|aae8ae52d6df75992560aa0c15d2f0866717d72169f1121f53281fe30ff105e5
3545649450783360|04/19|Maestro|4079|Classic|98dc5191-c528-409f-8df6-3d1eb78a9d50|ce5f0f5a4e9460f20897903e2d2be9543ee154cdb5ccde2c279161fa7587cccc
30473608098540|09/19|Diners Club / Carte Blanche|074|Gold|941fe6fa-711f-44ad-8f20-c05cfb00a96e|071c16ee8ec6d548929e67c7808fd8027c00293e847cd1f3ca2ab67904d56b5d
586883247643|03/26|VISA 16 digit|742|Classic|89e40862-c07d-4f62-acff-286efe2248af|5ffcaf3c30f929482a1f14a397de5ce55f636789dff35d36b38da05287f739b2
30005397556542|05/30|VISA 16 digit|630|Classic|57fce497-0043-4932-afed-4d40f697e043|43096c45379ca74435644304fca4401fa936b022395a397ef559b13033beeafd
4723281155303366665|04/22|JCB 15 digit|037|Classic|837f400f-8457-45ea-9c6d-3a2a9e51edf4|aa585d800e87ea16bde8fb7b633e5ec071760d3ca6561adc578f65c959e6a19c
4440104255272|08/13|JCB 16 digit|254|Gold|7dd0264d-ecfa-48bc-b408-8dfcbb400445|09460ccb516898711c5b4e85d66b95b44d2d2829e1c9d77cb1b99c33832f10cd
213122089157577|10/21|Mastercard|287|Gold|1f8588e9-409a-4dd0-b472-a261cd0115ee|bcf47ca88b2e762047669554e4effd60dba1814813accc6129b12ff38b6954e2
4217267394351106|04/28|Discover|944|Classic|b5c5a856-6cf6-4794-9c77-8fa5f6fc4f4c|a72d8356aad8d099d09531fba22251cb7a184e07e3348c9be6ee1dce1dd1707c
566501519375|05/24|Maestro|298|Classic|19a061d8-cc5a-401b-bc52-7ebfee49ab9c|6cfbfef37a74fe72745d7ab1fee6165fa638a13d8f1b4d2f5d38be34225fabdd
060477944056|05/28|Mastercard|0927|Platinum|d883597a-d488-4f6c-8a37-e0a29a256a07|5b68c6eb83df65957b5d93f69ca11f3176e8d12a384271e1ebb26cb2875419c0
346886275908114|08/22|VISA 16 digit|045|Platinum|1ff155db-f923-431d-9fde-d3e44e542192|46faec73b3a3a6f47640b6936b08df31bea508b39db5a704a32311f1f7798599
374301466205168|04/22|VISA 19 digit|483|Gold|f09a473b-bc44-414f-8577-6025ae3f09ce|9a997cd1e0664ce17e3e0a3105e2535814f24173843a02992b33e202ac8bba90
180065649548711|04/29|Discover|2268|Classic|1924772d-0e65-4708-926a-f23e56ab67ff|be4e538f711b9caca36f5adbb82e12eced28ea5c28e14a87f67c18ffef61d1d3
3555879518956917|08/18|JCB 15 digit|506|Platinum|356a4d1a-70e9-4785-933d-4d4f2dacc033|8aee254fe770b7eddb66fe8cbf01764a8f726aa949915013767185002a6542b2
4818868626552610|10/27|Maestro|798|Gold|9d5dc8ea-0107-47af-9fbf-e8b3a672e158|9b8aa589c72de068ba3839e73d8f88121f3584fc51114faefeb2db9d940bc0e5
3519248830799188|04/31|Maestro|4207|Gold|ab30042d-5bdc-4e30-8af6-75bc40399e55|168419340ccfc69ddf400c804a9794658ef9658cf0e7d1f360e841ef885602c5
4571714079224033|03/30|Discover|839|Classic|d09f89fd-2cc1-4b5e-aba6-a67e26c94b81|f2fd147dd22c4507be23435d15c7f9d4a186b5b283b3d740b5677a946e1f3979
38265402818277|11/21|Discover|8534|Classic|4b714f75-18bf-4cf5-924e-f98f4c122b92|7d66bab8c8ebfa2e4b9d3e5b9d63c15239ff31125cd63165f01019aced2e68ea
30501448686205|06/15|Diners Club / Carte Blanche|832|Platinum|af88e519-7030-4aa1-939b-b9c3b6ff58c6|a1e2d4baec1a47bd6e6f1d338b8c7b6775aca968ecfaf289ba10a0ff98ca05dc
4966292116066|04/14|JCB 16 digit|851|Platinum|ae4b3b91-b596-40c3-8dee-c4285a57585e|8bc26385f33958bfab31b9f53759b6857515fb836aabec1dadc37c54ba3e9e32
2260384604249309|08/13|VISA 16 digit|571|Platinum|037408f7-98a5-4176-909b-e14e3da0eba9|c877923c1a10c0d7ec0f68e3ca1c6817408cfe9453350cd25425919f7bf1dd7e
6535963080423106|04/22|VISA 13 digit|561|Gold|1f7abf86-08f6-4660-8ccd-c82616e84071|0421e46a8c030f022850e1deafa5b7623d2fb3a70486032fc6cf4acbd25e3466
4610764853265919894|03/17|VISA 16 digit|6545|Gold|6f044fd4-f7ab-412a-b976-41404e229487|6523be7f6f8f0363813a5b8c2cbeffa8a9177366fc5c14a0a77de5ebf2a9b030
4486748377527833681|12/19|VISA 13 digit|811|Platinum|ee6c641d-29b4-49bf-9093-ac5cddbdbdf2|775677a41e7b5e5ad17e4837499ba6270bca26ff7dbdbc613876e3ca2e0dbcf3
6584240340895518|11/21|VISA 13 digit|105|Platinum|8f0c74a3-9915-4125-a259-bc4d93558516|bc09ea084089ee6e0d158bfd8871741ca1129880ecad7fc014b8f0c02d6092ba
30279302159532|11/14|Diners Club / Carte Blanche|2199|Platinum|d3ec1dc3-5e1d-4ed1-964c-8d730dff9086|bcbf458e8bf9f3122ed224cf96eeb566365e86be83f17bde2dcfa21ad2ef5b67
180036728140415|08/23|Maestro|182|Platinum|6815448d-e2e1-45b8-8bad-44f8c6b87af6|6e4abc109151b85e275912aeb87346107085eb78e7c3bf86cb5e4a02906a318b
379080656918641|06/21|VISA 13 digit|021|Platinum|d930a931-b5c9-4453-afd6-719b8328a107|936f943334c1f137c7ceb300eecd74dedaea99c89e271a71581eda35ff93f114
6011582279038500|02/26|VISA 16 digit|327|Gold|123d6d28-0e88-415e-bd25-9e4b5f1fb2bc|e4d1ef23d79055df63ecbaa6fcb431e66e14c6cb81f642f9263a24d2a6f4eec5
375691521719073|11/16|JCB 16 digit|803|Gold|c7da4bcf-2e9e-48cf-a589-d4bfa70de57a|bdd363f8573e71dec839e82822d653117bdfd1d2e4c66e3405263c1c2e702498
38323730224872|04/18|VISA 16 digit|082|Classic|3e7e289d-4a17-414a-a911-f566b757fefe|d9b2f1e177bedad8d0cf8fe752576fa78c3bde2621e92710a77c63f5c5ae0e1b
4962050683934122937|07/19|VISA 16 digit|495|Gold|7735d958-d61a-457c-b392-a059f1a98774|00f1eb79360698ff3209770e2f9509c2afa22b24ef4c9019f041c56d2e505720
4930956191782865443|10/17|Discover|779|Platinum|75ec0ea2-7443-443d-9d5f-93d4a38383ef|2b4854901af81b5cc3b02331a6f1c037fdcb85a356c09d4bbed0c21e42b316c3
6011361700698830|07/28|VISA 16 digit|425|Gold|311f258b-89cc-47c1-8faa-d1267e2e25a7|68b2ad8982dd8abd51190f011ce3e462f3ca2c620c55c7eb687d8dc0dbf725b1
676123929330|09/32|JCB 15 digit|743|Classic|946d6dcf-0d5a-42c2-8f15-4cac774b3eb4|0555731d58f747b29a1fb6c941ff40043a496d6c9faa8eb88cca590fb5ee5365
3524752744542355|12/31|VISA 13 digit|753|Classic|0149eb1e-99ba-4614-96e6-aa785eeac842|8e32f735b03fc16d109fc2ee2ae308643154a166cff168671fe4fbded7119143
676299607843|03/27|VISA 16 digit|3540|Gold|72bd6b03-757e-4c6e-9689-31ad4123b819|e118e5a0965c5521eea6d39e6c6d0f7d381ee9af14edd107735c36c60247f265
4380832231451855008|03/19|Mastercard|272|Classic|b0eb212d-9577-48d2-870d-3c5908754e54|9d694ab9cd3385046fd91b7e4995c7cc11b41c062c468f076d218b1c8222885e
371536981199445|06/13|Mastercard|230|Classic|3f624a28-4dcf-42fa-916c-002a4db1b9db|2217c09d0c20c8581b5533a8fec83e087123ea80874fd326c98c82c0c7c6ad95
3597215780311590|04/17|VISA 19 digit|092|Classic|227d4247-c2a6-49a0-a7d4-55ef9543e6e3|403928d95c08be8e3224f54d3ed539bdd0d2303bd8dfde5c0aacff70432c986a
4899745133534475|04/25|Mastercard|083|Classic|e2dc72f8-7980-4309-ab66-aed155f7ffd1|2c41cd61884f3c5c28ab071ab7f05f74065e1d7ee7e9b8c80922bc24cf9d64fc
4022375864039591|10/17|American Express|368|Classic|e88e448b-6a23-4dcb-9417-8ba113b3a29a|0d88972e537edf83f9b9814c92168b19d2306e07c30956cc6f1e48e5d968da20
3574614695962074|02/31|JCB 16 digit|392|Gold|4a0faf7e-0f77-4d8d-bef0-2e3d91d30a21|462b6566fc2516cfd242bc62d47493c94d0ab4785692af37b5fbf89fbe8fcf51
4490510609382204873|11/24|American Express|957|Gold|1a2524f0-18f4-4a52-b7ed-62623cf5b71e|813e7b13a846f278a664f053201ea9296a73328da7507faee836f529d8436245
503865312881|11/24|VISA 13 digit|098|Gold|d9b468e6-e379-4e09-a539-9780359cc3f5|d973a64f49a830596414a44d402792238b56e4387684e07e371d397499d29194
4639887678610795421|07/20|VISA 19 digit|335|Classic|cade5511-e520-42b9-8a2d-5ae6ff101814|4748f4c15fa80dcac07e0473c8a4b650159b50dba438031936b985ba116a967f
3537805006634537|03/30|JCB 15 digit|953|Gold|89f09499-0736-42a0-b18e-d28e60036b6e|3a6295d054c82ba03252653c2c7fda88d0f2fe3a134c495104983ec8be842f82
2230037248392383|11/21|Discover|528|Gold|d46b643b-bf5a-4797-84e3-c243ec09fcbf|2470b695643c26e19fb50b9540881124334aa324b0266e6c5ab87301d12849a3
4345520652718451911|05/23|American Express|9118|Classic|97fc382a-5f4d-428a-a3e5-c50231600e48|9b0a9114ed6fb765587d996ed9239bb18ce780155699b6e1f1d7f0fd1b4d0023
630409895343|04/19|VISA 19 digit|254|Gold|fa10e4e8-710b-4d5c-bbd2-506ca779faf9|3008c5608bac487b31f51854bd14e6ac11baa050266e16b53513fdf28d8c1480
4118395387083|03/24|American Express|953|Classic|c93406db-cf0b-4723-9841-be24fb7639ed|83e94e3ecc4ea8ae275de3c2006ad063c4c6dfa0ba43f3a02b8d2b2e73a13b33
4255178814356299|10/25|Discover|573|Platinum|b1588254-213a-4688-8b0d-b6bb7bb2ad43|b20335b8118fb114b6d7766e48bd95e1c78667d5d4b8faa3f952c31105e92c7c
3568866164380877|04/27|Discover|708|Classic|599c9a37-f789-43bd-9831-6c7f8f3b9a6b|0cb82a703ece05d4d657e83754fa25d4e84f94b1e872883471fc224831c3a657
3579867338872598|02/14|VISA 16 digit|585|Gold|449f42bf-1099-4623-85fa-c6851c9a848a|d493b9bdc6e093d06f893feacbff7ebf6698e5ae831a077cfa40eb68b2e430e9
2557150955390154|08/25|Mastercard|424|Classic|a50daeb7-e80f-4e2f-8329-f74c283c6fd7|afc4b3457cbe968b8e025ad6db294a1f1e64274341a438ffcbd2d3c030518707
213176037553279|04/28|Diners Club / Carte Blanche|1457|Classic|d62a2dbf-310b-495a-8ad0-bf07c7eaeeaf|a735d868a879ee2e712ad72a55585c59e04dba8ab98548c0292da97d8e6fc9e5
3510966018621093|05/24|VISA 16 digit|396|Platinum|bd41be30-aa98-4057-ad81-4e2e3a6d67c7|f781726b31f94a5b26cfec530a725b77d4084615093e279b2834a991c4e28ad5
4669014616091927|10/13|VISA 16 digit|652|Platinum|68d2f38a-4557-4c06-83f7-120675fafe80|e3a66eb3b84ca56712d2a46bec78a9fdfacbd38c1f5650583d3ab73428c2b1bc
4988719800363423366|05/18|Maestro|449|Gold|b0430c1e-030e-4923-8202-608f56d96183|8aefd0ae0eba0c41ebb088f6dc3c67311594bc00458e3d3e309961209d46a215
4333344900411|04/27|JCB 16 digit|088|Classic|994fdc4f-ff5c-4386-ad39-81c686503d87|a304d0651b0281f8d81eda3b58b2640ab2a8a7536d30cab20a254bd2af0fefa6
2251135724291089|04/29|VISA 13 digit|622|Gold|575da4a8-615d-4ede-935a-eb359ec1326a|25f8b6596b68c6e4e16404dd9d16887978516b8fe87ecea4ce329e440f8995fc
4456523711315833541|02/14|Mastercard|5884|Classic|ff72a159-21d4-42ed-8705-02e9db6d373c|0be5aeb24dca546835ab66a5aa41d676e2675606c182b82363cdc68f39237f06
6530125214546104|09/26|VISA 16 digit|185|Platinum|6d00d9a1-be26-43cb-8402-a9fabb381846|d7827593458b251ce7c55207ea39e5f7c56cb01303f07b3acc253aaadef96c09
213122895349970|02/30|Maestro|094|Platinum|9a630566-ebab-42e1-b417-a9edea63785c|8065ef8a51d66dc88e0641afcb1a83a4ef1226addfb5d82a8605a33c346a50b6
343352662052795|01/17|VISA 13 digit|010|Gold|3caf8d9a-b577-461c-a81b-83a79c2d8555|3e626a8ce4f64017d0284f47ffbc52400292db62a16010cd6dbad10a145b64a6
213126924398700|08/31|JCB 16 digit|772|Gold|85afd8d3-ace8-4147-9bcd-b822a3ea0741|477e5aaa66f2fa72404d6d2f0f3b3cf58903bf64ff6779d79cfade539e31bb38
213187859109744|09/15|VISA 16 digit|610|Gold|15ecf115-e527-4880-ad5f-598797e64cd9|6b97f36853ebd5f2e41d9abea78cb413ccdef8219ae6ffa1155b4c92a6139227
2583972448706920|04/18|Discover|837|Classic|1c4ce2c2-5008-43e3-aba7-c3cb464fe0ff|d155381352140566d9c4c650ebc1a3b60c3a560c8532e755eb5cd7010d42d3bd
4035077466567715|01/33|JCB 16 digit|700|Classic|c374962c-bb99-4a77-8653-bd3afafa19ce|cf858e9310de94dd8d8d157d92a866fca7ed7f24eb157ca6aad6ab8c60486680
3513159707686869|10/19|VISA 16 digit|749|Classic|7c6025fd-ddd0-4d65-a540-310d28f3e2c1|98ad17d0eb7e604b24e7a046c936357040c63a86416b097ded56b5072485bb67
30455417287158|10/14|VISA 13 digit|253|Classic|4b6f2708-3a85-4136-8d99-f7982bf18a56|9840a8ac66889bcd53e04a3ca47691286915546b71a2fd442bb791ee84b8fbdb
30001069897033|11/27|JCB 15 digit|885|Gold|f37db2e8-ac85-4480-9b07-362049b52607|58504f4bb05648585f8b4f4d6ef3d370e3cba6c2cb475a4a27e69d23e581b84d
6011612904051923|01/33|VISA 13 digit|857|Gold|b0aaf793-a1e6-4b3b-b321-c531c5f71e55|91a143984bfae163954b5b1533d826aa7d3fc63c3e8053b7dc0de2324fcee415
630425834052|11/27|Mastercard|669|Platinum|a59fcfd3-88fd-444b-9ef2-0cf5ad1c08b1|2740d6a97aadf296ee61838921395baef8b5c643f6ff81e10bbed7f1d829db83
4523395812883|01/19|Discover|240|Classic|0d9ec9c2-e196-425d-99d0-3d98c006591d|6a78bf8d8880d386a78042d069c990977a59568dee3018f1bf2caf65ab16ff25
2258079659135684|07/22|JCB 16 digit|098|Classic|7ad25a98-e74a-46b0-b8d7-6e4dac435075|5091524597448f6d2a2fe07b054a11452b661f85886721c84bde2b2da02a10c7
3531778273928104|01/25|VISA 16 digit|395|Platinum|5a0f7860-dd1b-42b9-b3d3-dd5692501ad6|426ef511c0b1d30f2cecd4bce9f891dc8ba290216a17af4761c2f80d9b772647
3546955844287326|11/26|VISA 16 digit|275|Gold|a608ba30-b1f4-4a07-a4d9-001f5c13b575|c58e227d7154f8a1a8bea4b0724a6624666c7ed28e94fcdff0a6ec6256b860c5
4300715646700197|01/15|JCB 15 digit|247|Classic|2c662b48-d71d-4b48-b61d-9a1fee48f3be|40fd22587de8ba8640c9de6c8e7d95cb01a1ec377c02c262fee94df98002c880
4750706999081546|08/28|Mastercard|580|Classic|d14b3fc3-34b0-4ff6-8bad-870eec4e6dcc|cbc5223dc5695e091b38bdc67832fa24422f342a369e18640bc74c04fffea1eb
6011532335594327|07/18|JCB 15 digit|008|Classic|a5b999de-6764-4b7a-aab8-a927fc7f7c10|919d1f985db121011570a48d515d675a1841b2e0c3ba08b333b9b8f6915111e1
3557522419207711|10/31|Mastercard|335|Platinum|9fcf0abc-8db5-4a1c-aeb4-8e75a7752f7f|18258506963b125b0bef2b07abc09b6e8120ca7c8b8f3c248b1e8f4c8fb8a1c4
4602504474254|06/19|Mastercard|839|Platinum|ea19045f-bc14-4a74-9de7-b1f9829db4ce|86dcccee0f5ad859270c5a3303d5a628890ece48173c3aa51bd8dd4cff1eb25a
373934426320924|03/16|VISA 13 digit|399|Classic|7bf3f9ae-83a1-4b22-8e86-e65f831ced07|68caca63d21e1e093ff1f6477f05f185619dff86aa41be7a2ce590080fbc388e
3548637688911116|05/24|American Express|594|Classic|5e0612a6-0711-4dba-9fff-467bce60947e|232c7cc9d104495edb0c80a015b9fe4c490dfc711c79adb24d4e03a15f2f41be
6011143535951943|12/13|JCB 16 digit|075|Platinum|1a7b6752-4db0-48d6-9e45-89fccf2a242b|e419e5f138d1fd6011cab1d7d818c786ceb5373d0f33ab6397c030a5beb5a550
30296272792993|02/16|VISA 16 digit|5255|Gold|550f994c-a586-4e60-854d-db856c40c494|b413cb7389ccf3eb5a2d36d9eb0ea55401e6f1e4309f4260eef005bf8d2bf68d
3588034655582529|06/29|VISA 13 digit|556|Gold|b4b43a1e-4bfa-4d10-bde4-0e701ce938b3|84299862569aef6809f5cda526f3b9f2bd8c572a46e40e31fa432bc64cddf9ea
4674139417069636163|11/16|JCB 15 digit|287|Gold|440e2ec2-ea62-417c-ba68-12038174fc96|b635e85358268d224044c5242b131d214e239225e0717fdc390c74d431774929
2574457925143368|11/26|Mastercard|632|Classic|f5ea6707-fc3f-4d08-aaaa-e745a4b3f694|23325b24eb41527d48b20ea163b0fe472cb33da8f634fef31ab9dbeade793fde
4004272311510310|03/16|VISA 13 digit|651|Gold|2ace9556-63f0-41c7-a2c5-e7bcc40291b9|abcf5662a7c1140f9e497e98ff2b2bf605c4873ee8ba01f3edee71c9ad70a5c3
38064920544527|01/30|Maestro|550|Classic|686a685c-4ae0-49d0-8ef4-fb935beee5d2|dd92a5943428c5f5cad3fa51f41117a4e5902999974f737782942914bbf3d87e
38194146361107|11/15|VISA 19 digit|095|Classic|a477576b-70dd-49a7-8083-8bca2e772cd1|eba8b953b61852b978d939e05fcdeeaa8ce743c2799c0f8f6b293b5edfb46fc4
4267706407416827|08/30|Discover|397|Classic|a98aaa10-d604-451e-9378-566449b25d79|69737996fc300147c5874efcc1b286537b50273ccc733e3b4a4811af80a5d3dc
38187030648571|06/26|Maestro|356|Platinum|d3cc91be-7a14-4fe8-bfa8-92ffdf583edc|bfa107d4c76ecd485bfb842042950488c08b52b789b884d0961290b69953af47
3549198468699685|09/16|Discover|614|Gold|23b6d056-53ac-4a88-9b94-dc24baad196d|1b1ff7ed4305914ffbfabc319bc047605f2a51f6576dc16e37e79106ddafb53e
4101196360593244|08/15|JCB 16 digit|271|Gold|3a2c05c2-03b7-42e1-aa01-0e8bbc63017a|b06808dae99af5ddf14720aafa0982181bfe4d316034c16ccbb5ba60e3ba5051
4460507269765409|12/31|JCB 16 digit|373|Classic|081f0278-4e19-4f69-95a5-1b76b1a56c5a|4c31cb1b1a467c96869d4ea8ddb63dde0504d141a462a0f20cc6eff851dd77a6
4927549337210|06/19|Maestro|206|Platinum|eb7b0ed3-1d48-4084-ae4f-d77102eca8d8|5fb06e880855ba489b999634c910e41897ad06b17ac5d41e85f40ce7d3dd26d7
5229948577011467|11/15|Maestro|021|Platinum|d14e94b8-a33a-446d-a70d-79a6c6d83616|39d26c5a2ac917986cba91630ac96703a0f4708a176d430387fde32870b197aa
6011481570193694|05/16|VISA 16 digit|665|Classic|5722a3c5-5b1a-4943-ae53-3960282b4e9b|fed4abbab56e8a80066b909c49407aeae7530d33df5e2a257028444a5126fd5b
2270318170499151|02/19|VISA 19 digit|718|Platinum|81c5f526-24be-4c6d-86b9-76c29bc922cf|80f8a4f4098926888784f30c61a19b602e967206912be25a366d898aff6ed640
579398409592|12/15|VISA 16 digit|019|Classic|08f57b6c-76fb-482d-9d68-c6a8194b6f6a|0351cf6131f7de81018dd0143f69c56fa7362655e8311c9b1df7a423db7a590e
3593040477274131|06/29|JCB 16 digit|655|Platinum|89928539-87e1-413c-920f-343065acb0db|18cd462edf391ab6ff74c942b43dbb10a3f16ee94888ba238992fa8ed99834e4
38406910523948|12/26|VISA 16 digit|044|Gold|688542b7-2487-4cbd-8b9a-9e05ec6de8c2|f464feb9e2d9371ef7ffe00e5f8926844f13a1d8a842bb4b2f27c87ee798542a
38459927491559|05/25|Maestro|102|Classic|efc1bfb9-c085-4081-883e-a3c5fca7e257|4533285183edc5e9830dfe251c7884af2b31640c759c792105c715b46c7cad20
4251773203985066463|12/21|JCB 16 digit|534|Platinum|5de4004f-9aec-4dcf-a872-dee6e7b23164|83b09ed13390e74270854632cf2dafda982b8347f608c0c1556c89f351ae6c03
213100533226891|11/25|JCB 16 digit|941|Gold|d86c531e-0778-48ed-8eb1-00e6a150d3d6|dbe3734fef2a74907cb833efc90b755946616e95ccfa75b4cb627d768db2609c
3517817638453545|02/20|Mastercard|571|Gold|aaead1c7-cee6-4aac-95ef-dbcb0b0bb285|6644ee692633781e3cdb53d6f9bc474d77b3f1e9a719c0194c56a08d0efea2d5
4294850099511|11/16|VISA 19 digit|294|Classic|8ce324ec-9917-48e2-8517-244cf02b626d|fae840e9aa709292fff3fba9966ce1b99c2de06a1f38734aa3ae67a20977dbde
30055442120539|12/15|Discover|976|Gold|cfa9d08b-5cb6-442d-a3ce-bd29a3b811e3|d3d6a7f77270f7d3212755af07e97c91f2dea293f7da5e7677298cf009f0caf1
4621720392405|01/25|Maestro|581|Platinum|12bdab62-9b6c-4868-ac6b-ddc1e0a32d9a|2020125f56772bf413535a03029eeadcc7a2c7111086680dc27a25ca32113b41
3586709382908764|04/32|American Express|975|Platinum|e503aa65-3551-4db7-b11b-14a5d34a1e7d|ab6e1da3a73c6feff87d2796ed653cfbefe1c2076e0cb57b7fb3571a42aabd2a
30413290170264|09/30|VISA 19 digit|174|Platinum|c121cc87-16d5-490c-b41f-a460a4907fd8|776781dff50e89fed4707ef77b56247d3fcf72d3b399d3feb366941574ca5b1a
3533299617894421|02/28|JCB 15 digit|188|Gold|33b0e9e1-7efb-4322-858d-b071844f7765|efea433456ed910d8090088fd279442cd70427ef127317e81a26da9652630c51
2638483072916822|05/14|VISA 19 digit|582|Platinum|30b4ea69-7a73-485d-a6f3-5578eeeb0199|4f67f0d84585f8a0e926426f89abe359c1d55d1d71db8ccb7619fbbaab7e3c3b
4480784772923|02/22|VISA 16 digit|366|Gold|aee72a05-9c16-4fa1-8ca0-4228b34d9df0|6c8a094c6b98634f740774646cdc3c6a65b4a405271535808acb3ea38277f051
639081414968|07/15|Maestro|247|Gold|55a8da65-ef98-4901-8e08-cd2bda36e8b2|f90578469e4c400270887e74dcfba2d30519e4a9f6448b229ed04ddb0ddbf836
676250717656|08/17|Mastercard|169|Classic|81b38e3a-9cd8-46ca-9553-720a1b0e2165|e678a42065583c40aaf5782506fee1002a5dfd0ddcd3839cefc68b60598a5588
4350283225333558|08/21|Diners Club / Carte Blanche|547|Platinum|61fc3334-02f8-4b54-9148-b6ce696e845d|28a85c6ac7885d301abe262c3691a07b2448339b19d6f8f578bbc3fc9801da18
4338923150247|10/31|VISA 16 digit|8934|Platinum|8e3d685a-6902-4196-95a7-c73c5ea7a1d5|aaed6da24265665a0d47d18482da27ab5e599e75ba20f59b37e8ab0718396de8
630435005099|12/21|VISA 16 digit|791|Classic|ccb1ab13-8b8f-4e65-87a7-0e0ab8048c51|3a23d89ed0c2e60801d8f6d778619cb19f9c82abef8844c8947bf96ca6466345
5368886684845685|10/17|Maestro|023|Classic|48cc29dd-63a1-46f5-a659-4810d5af3baf|7b5cf9ce71f95852955d2274dcb81aec56cd8e8084ff6acef96e625015f97341
3566330463472291|09/14|VISA 13 digit|922|Gold|e99e9a18-8087-4ec7-8738-6fe7c662ab3c|c6254e1b2c89f77b23cbefe73fa697fc891dc54f16988fc813728a2bf09d5466
3553446172445165|04/20|American Express|016|Classic|a0b57f28-c839-47c5-a19b-77be1f69612d|e5c414617c59a588bc1233445dbdff1b8d4f04416c89add7f26cd8ce46526005
2238064689116651|03/15|VISA 16 digit|633|Gold|c325fcc7-2be8-4f4c-ace7-042a5fe098cb|1e89908b97c48cc615a6ac4b27d02d24ddda6b6300ae68ceb89c9ba8326b4ebe
6522115847512433|06/19|Mastercard|173|Classic|5c092fb3-1ceb-4fc4-9911-6214a5ebef1c|732bc9e043beb9c9562891c6a46869a4a6ddcfa4343ac3c01c9dc941260a1112
213104639974636|08/26|Maestro|081|Platinum|a4fccdb6-88b0-4733-b2a6-e6b0ed0ade83|9e793cb37c13f88ebbc6938a946547688fe4ebd78af10946fc4e94af1df1156d
342916814626515|08/26|Discover|838|Gold|a62f8bbb-a0b7-4415-8bf5-af55aa72828f|03836bfe4fbacd5258b30e1b649fff32a3732cfb27cabd1de263662182691699
372985837058850|11/27|VISA 16 digit|226|Classic|2c6bf639-a884-4a5f-b892-3b31072ff827|3728794f019988beceaa63969159209cda8275291a5052b3ad45c03e2bd738d2
4549130596197851522|04/26|VISA 19 digit|756|Gold|181889a7-47bb-4dc8-9b48-6c5aef0c5ea9|64afd5938279b4982d4ec7cda44636c6c3885fb04fe19bf36d01ccdda767e980
060497404214|01/24|VISA 13 digit|996|Classic|f72114b7-0769-455c-b9dc-9e0a9f3ebc10|d9691cf2357dbdfa2c8c108629348c20f91226a5a9235da30abb7c053234bf74
4623882594749236|01/27|JCB 16 digit|735|Gold|5bf91da5-0232-4bd4-81aa-c2cb04b52e19|1d5b900e9f0be0d0f6819f8c78fc03edd985ee61945bfc605e1e7afa3f4f5e81
3517173269120437|03/31|American Express|860|Gold|619a6d9c-0bfd-4e4f-bda2-856d0e8a0382|393e38cdcb82dd97a892fb2d1bfb1b28a025bb20c2643c6af086ad005be8f964
5122507134608385|01/28|Discover|915|Gold|954e48b1-32a4-4963-9940-921591ed9084|15b2bff19af9e5a43f27d67ab0e5fc8778590ecc5783f7f7ba4ce0d58a744a25
4646531986338016|09/27|JCB 16 digit|292|Classic|70c7c883-de1e-4a16-979f-c42156455798|c06abcf893087dcfbef038354c66445035017ed716c48ba9032725a4cde14225
3532454214529810|04/29|JCB 16 digit|556|Classic|2b9b0913-1635-4217-9c64-afbe432c53e6|93733ed50674e93f5b4b18c665c748a0eaa1bc888ae2c2a7affcd24118a890c7
4623405808586119|07/21|American Express|559|Classic|802f2e8d-4b9b-4956-b5fb-4c8b6bc5eaf4|bb841a5132467c86c1e64ce79747e5a0ad81903b9d60bc61c739c2196b77600a
4922197547183864408|10/20|American Express|023|Gold|cb6eb2f9-2227-4b29-b182-6e18a96320d7|e663cb88038da18d98c71fbb3ef0126e7634de8584ced4a6fb97e7d4d5fdddc6
180059814883763|09/16|JCB 15 digit|423|Platinum|f4707b74-c3d1-450e-91dd-6713928f50c2|c76db8fcdb680b2557c837b031282afd8f0c41e544cd6f4950194dc81c7c4c3c
3530891908172310|03/23|Discover|147|Platinum|57e3f28a-42ac-4bb7-8ffe-06886d28b50e|a94166c31f5e67efb77e4795f927e4676d822ab9aaf4f3a249eae28a636d31f4
